Name,MSE,PSNR,fMSE,SE,SSIM,height,width,mask_area
c108140_1698416_1.jpg,2.39753985562855,44.33314525448282,181.24905261347016,167.0391268885741,0.9969304203987122,480,640,3877.0
c391297_688812_1.jpg,5.904742419110787,40.41879403609103,431.38663935626386,353.6680224098394,0.9964153170585632,427,640,3602.0
c381000_254065_2.jpg,24.507790852173592,34.23776195431859,112.1140868647377,63.06417386141496,0.9183180928230286,375,500,40739.0
c81239_667378_1.jpg,7.752128901425133,39.23659375371097,217.92971480473133,200.84402516404037,0.9952853322029114,480,640,10723.0
c121785_416975_3.jpg,7.866605730466251,39.17292976730782,649.280564325012,329.1852461127811,0.9957926273345947,500,338,1787.0
c188552_583166_1.jpg,6.002051198964408,40.347806651251474,97.05281049153494,79.56777615338001,0.9923530220985413,427,640,15929.0
c63238_1089610_1.jpg,5.386890609321478,40.81742204377165,195.86076658338843,110.171681203156,0.9965998530387878,375,500,5030.0
c211644_1628353_1.jpg,9.413862907069646,38.393124914285266,411.8909038518007,379.5986569898195,0.99186772108078,480,640,6902.0
c113787_595211_2.jpg,7.86445846471456,39.17411537771709,313.8895145764612,289.2805766336666,0.9979062080383301,480,640,7594.0
c374249_33319_1.jpg,57.409289132400794,30.540981915963034,803.6762051782042,658.885900053299,0.9528400897979736,427,640,19486.0
c207142_1965822_1.jpg,206.66344218574616,24.97816702146716,343.239145198872,316.32919621528043,0.7202169299125671,480,640,184371.0
c100435_1082729_1.jpg,9.383133466707806,38.407324670464284,500.43393663471016,462.16074916088746,0.9953629970550537,640,481,5591.0
c100142_638874_1.jpg,12.269271655438452,37.24261578533131,407.43354999098403,375.49075967169085,0.9939017295837402,640,480,9166.0
c118739_1071928_2.jpg,22.089759921378825,34.68889365023048,358.3713746684815,292.43104172948085,0.9898777008056641,425,640,16369.0
c10472_196067_1.jpg,10.650124187172688,37.85725688915748,709.5355076209823,399.1137230368025,0.9945945739746094,375,500,2768.0
c149832_70254_2.jpg,10.395354528437856,37.962410555487935,995.9271763840945,917.8464857555814,0.9980950355529785,480,640,3187.0
c432372_1067969_1.jpg,5.272080749964508,40.91098307348075,337.352491317814,275.9273496986664,0.9960249066352844,426,640,4146.0
c385145_125587_1.jpg,9.073937947024321,38.552845558913035,170.59292052947347,157.21843555996276,0.9976585507392883,480,640,16027.0
c225015_1405913_2.jpg,8.573007192788172,38.79947172766173,83.56030371478359,82.624428313178,0.9896999001502991,640,515,32961.0
c422172_29616_1.jpg,26.431486082559402,33.90958779298384,670.9930736817186,377.4336039459667,0.9838935732841492,375,500,7367.0
c107421_671665_1.jpg,6.896321175209809,39.74462881634018,305.4804663186347,171.832762304232,0.9943822026252747,375,500,4161.0
