Name,MSE,PSNR,fMSE,SE,SSIM,height,width,mask_area
c215910_1547450_1,8.752649307250977,38.70940783327534,477.7381896972656,8.0664415,"tensor(0.9959, device='cuda:0')",480,640,5628.2158203125
c190094_2189349_1,4.836586952209473,41.28541271144169,194.60342407226562,4.4573985,"tensor(0.9980, device='cuda:0')",480,640,7635.01220703125
c190094_2189349_2,5.958194255828857,40.37965629504906,239.7320556640625,5.4910715,"tensor(0.9982, device='cuda:0')",480,640,7635.01220703125
c289644_1059090_1,1.6395788192749023,45.98347796692761,71.36014556884766,1.34104425,"tensor(0.9985, device='cuda:0')",426,640,6264.20751953125
c407216_1100450_1,3.383202075958252,42.83752293874761,147.15675354003906,3.117959,"tensor(0.9986, device='cuda:0')",480,640,7062.6708984375
c255422_900100255422_1,2.4147469997406006,44.30208545876666,112.92137908935547,2.22543075,"tensor(0.9984, device='cuda:0')",640,480,6569.2626953125
c71384_1784083_1,7.721587181091309,39.253737253836704,490.4706726074219,3.86851525,"tensor(0.9958, device='cuda:0')",334,500,2629.11767578125
c92818_365279_1,4.129294395446777,41.97204408963481,235.8841552734375,3.3219345,"tensor(0.9989, device='cuda:0')",419,640,4694.30224609375
c459543_152411_2,6.228950023651123,40.18665444705871,188.9762420654297,5.1067425,"tensor(0.9976, device='cuda:0')",427,640,9007.7333984375
c459543_152411_1,5.929601192474365,40.400548026484024,179.8944854736328,4.8613245,"tensor(0.9983, device='cuda:0')",427,640,9007.7333984375
c97660_1038698_1,4.096263885498047,42.006923282832965,248.96827697753906,5.033489,"tensor(0.9984, device='cuda:0')",640,640,6739.1298828125
c293066_1405225_1,0.6974663734436035,49.695564641406506,57.94585418701172,0.3923248125,"tensor(0.9997, device='cuda:0')",375,500,2256.84716796875
c30526_1523492_1,3.6338558197021484,42.527125495189836,348.5302429199219,3.3489615,"tensor(0.9991, device='cuda:0')",480,640,3202.937255859375
c486717_2158141_1,5.725960731506348,40.5523191970611,124.67562103271484,4.364556,"tensor(0.9945, device='cuda:0')",397,640,11669.09765625
c28582_1057855_1,15.304176330566406,36.282703716191705,702.8106689453125,12.458824,"tensor(0.9959, device='cuda:0')",424,640,5909.046875
c138760_274646_1,1.7530332803726196,45.69289952115187,71.91288757324219,1.427109375,"tensor(0.9977, device='cuda:0')",424,640,6614.99169921875
c512735_699868_2,9.350860595703125,38.42228731918381,728.1670532226562,7.6482555,"tensor(0.9960, device='cuda:0')",426,640,3501.14501953125
c512735_699868_1,2.5001139640808105,44.1512038134869,194.6880340576172,2.04489325,"tensor(0.9986, device='cuda:0')",426,640,3501.14501953125
c489588_67435_1,4.677585124969482,41.430585682758405,314.17852783203125,4.3108625,"tensor(0.9990, device='cuda:0')",480,640,4573.6865234375
c87101_1098569_1,6.6274285316467285,39.91735242219049,155.92613220214844,5.433431,"tensor(0.9947, device='cuda:0')",427,640,11615.396484375
c214848_31249_1,9.27328872680664,38.458465321441736,565.6646728515625,7.602613,"tensor(0.9981, device='cuda:0')",427,640,4480.046875
c47467_1967892_1,16.511960983276367,35.952816808282726,502.6175537109375,15.629561,"tensor(0.9964, device='cuda:0')",493,640,10365.443359375
c121989_1534785_1,8.088581085205078,39.05207963673659,730.3721313476562,7.454436,"tensor(0.9983, device='cuda:0')",480,640,3402.11767578125
c222629_358680_2,8.483688354492188,38.84495603203944,610.6209106445312,4.7720745,"tensor(0.9976, device='cuda:0')",375,500,2605.039306640625
c222629_358680_1,3.462804079055786,42.736523150224606,249.2383575439453,1.94782725,"tensor(0.9993, device='cuda:0')",375,500,2605.039306640625
c185051_1570566_1,5.98113489151001,40.36296691165635,148.650634765625,5.512214,"tensor(0.9986, device='cuda:0')",480,640,12360.5576171875
c102288_2199721_1,8.689579010009766,38.74081574493244,461.6598815917969,4.3404445,"tensor(0.9982, device='cuda:0')",500,333,3133.941162109375
c102288_2199721_2,11.118264198303223,37.6704333203728,590.6910400390625,5.553573,"tensor(0.9969, device='cuda:0')",500,333,3133.941162109375
c558444_1259466_1,3.324695587158203,42.91328343269526,140.1923828125,2.227812,"tensor(0.9979, device='cuda:0')",349,640,5297.03515625
c367229_591702_1,3.19982647895813,43.07953797221841,183.5847930908203,2.617202,"tensor(0.9992, device='cuda:0')",426,640,4752.03125
c367229_591702_2,2.1406941413879395,44.82525537496886,122.81880950927734,1.7509165,"tensor(0.9989, device='cuda:0')",426,640,4752.03125
c143348_1314521_1,2.1378774642944336,44.83097348389237,69.72233581542969,1.97026775,"tensor(0.9967, device='cuda:0')",480,640,9419.591796875
c99941_429871_1,8.147367477416992,39.0206300246937,495.0511169433594,6.679538,"tensor(0.9983, device='cuda:0')",427,640,4497.541015625
c321543_1915182_1,14.616532325744629,36.48235979766297,767.6452026367188,12.572556,"tensor(0.9953, device='cuda:0')",448,640,5459.36083984375
c389074_1257200_1,12.967543601989746,37.00222610439826,599.8048706054688,10.606413,"tensor(0.9963, device='cuda:0')",640,426,5894.36865234375
c114184_1089933_1,20.847227096557617,34.9403204268032,635.2741088867188,19.212804,"tensor(0.9947, device='cuda:0')",480,640,10081.109375
c275663_1060313_1,10.850814819335938,37.77617968995229,228.39866638183594,8.895932,"tensor(0.9890, device='cuda:0')",427,640,12983.046875
c458617_704128_1,19.61008071899414,35.20600957407456,834.4388427734375,18.07265,"tensor(0.9969, device='cuda:0')",640,480,7219.482421875
c308488_238596_1,2.39436936378479,44.338890324636004,125.77550506591797,2.1009155,"tensor(0.9969, device='cuda:0')",457,640,5567.89794921875
c52426_661853_2,1.7308509349822998,45.74820442946586,79.53145599365234,0.973603625,"tensor(0.9986, device='cuda:0')",500,375,4080.58056640625
c52426_661853_1,7.993669509887695,39.10334117705232,367.3038330078125,4.496439,"tensor(0.9951, device='cuda:0')",500,375,4080.58056640625
c124067_1562285_1,1.0530489683151245,47.90631381469077,100.5177993774414,0.8613098125,"tensor(0.9990, device='cuda:0')",426,640,2856.2431640625
c306249_107427_1,1.3805276155471802,46.73034947759027,126.41062927246094,1.35446325,"tensor(0.9992, device='cuda:0')",511,640,3571.59619140625
c298051_1326719_1,3.7146449089050293,42.431629390398975,178.79200744628906,3.0454145,"tensor(0.9974, device='cuda:0')",427,640,5677.7607421875
c581282_1248441_1,1.5756100416183472,46.15631345257135,88.54451751708984,1.452082125,"tensor(0.9988, device='cuda:0')",480,640,5466.486328125
c139595_1770262_1,5.230408191680908,40.94544694421768,231.4593048095703,4.820344,"tensor(0.9984, device='cuda:0')",480,640,6941.96044921875
c124157_1547025_1,2.974799871444702,43.396224608292655,257.1112060546875,2.43886,"tensor(0.9983, device='cuda:0')",427,640,3161.87451171875
c452459_381308_1,9.252696990966797,38.46811973886563,870.226318359375,6.6619415,"tensor(0.9985, device='cuda:0')",480,500,2551.80419921875
