Name,MSE,PSNR,fMSE,SE,SSIM,height,width,mask_area
a3630_1_5,165.4648895263672,25.94374504558249,5731.22998046875,4063.161344,0.9878379702568054,3504,2336,236317.0
a3630_1_1,179.31410217285156,25.594659124140623,6210.92724609375,4403.243008,0.9894914031028748,3504,2336,236317.0
a3630_1_2,131.34811401367188,26.94656516292718,4549.5224609375,3225.388544,0.9911235570907593,3504,2336,236317.0
a3630_1_3,123.68949127197266,27.20747554061201,4284.25,3037.323264,0.9920117259025574,3504,2336,236317.0
a3630_1_4,235.37254333496094,24.413245588568447,8152.630859375,5779.815936,0.9890482425689697,3504,2336,236317.0
a3259_1_2,110.97341918945312,27.678613897151028,2237.035888671875,4012.685312,0.988555371761322,2832,4256,597917.0
a3259_1_1,86.51036834716797,28.760121946706818,1743.90234375,3128.126464,0.981154203414917,2832,4256,597917.0
a3259_1_3,34.162628173828125,32.79529074034015,688.6605834960938,1235.285632,0.9812905192375183,2832,4256,597917.0
a3259_1_4,27.068464279174805,33.80616727915298,545.654296875,978.767936,0.9696120023727417,2832,4256,597917.0
a3259_1_5,262.776611328125,23.93493651383629,5297.13037109375,9501.732864,0.9795742034912109,2832,4256,597917.0
a3242_1_4,29.72576904296875,33.39947247078258,679.03759765625,1134.301056,0.9948186874389648,2912,4368,556818.0
a3242_1_1,19.428329467773438,35.24644878836634,443.8091125488281,741.362688,0.9951561689376831,2912,4368,556818.0
a3242_1_2,78.78311157226562,29.16647225899533,1799.674072265625,3006.272768,0.989578127861023,2912,4368,556818.0
a3242_1_3,69.5548324584961,29.707530457862074,1588.8687744140625,2654.132224,0.9881975650787354,2912,4368,556818.0
a3242_1_5,152.9310760498047,26.285846137169816,3493.465576171875,5835.6736,0.9841263294219971,2912,4368,556818.0
a1803_1_1,16.640169143676758,35.91922598283267,349.9209289550781,599.04608,0.9902586936950684,4000,3000,570649.0
a1803_1_2,58.08809280395508,30.489932357947936,1221.516357421875,2091.171328,0.9889606237411499,4000,3000,570649.0
a1803_1_3,127.95154571533203,27.060348207355716,2690.653076171875,4606.255616,0.9784979820251465,4000,3000,570649.0
